"SBD","NV1.N","NV1.TH","NV2.N","NV2.TH","NV3.N","NV3.TH","NV4.N","NV4.TH"
"SPB012785","KT22","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1"
"ABC050846","KT21","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1"
"KTA031566","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"CON051262","CN3","Toan,Hoa,Anh,1","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"KTA098735","KQ3","Toan,Ly,Hoa,0","QT11","Toan,Ly,Hoa,0","KT31","Toan,Ly,Hoa,1",NA,NA
"TMA083436","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1",NA,NA,NA,NA
"SPB024422","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0",NA,NA
"TLA098428","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT42","Toan,Hoa,Anh,0"
"KTA060540","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KQ1","Toan,Ly,Anh,0","CN2","Toan,Ly,Anh,1"
"KTA057175","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","QT11","Toan,Ly,Anh,0"
"ABC070546","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"CON060447","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","QT11","Toan,Ly,Hoa,0","KT41","Toan,Ly,Hoa,0"
"TLA053639","KT52","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"SPB093494","KQ2","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"BKT078197","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA,NA,NA
"ABC098015","KT51","Toan,Hoa,Anh,0","TA1","Anh,Toan,Van,1",NA,NA,NA,NA
"SPB097611","KT41","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","TA1","Anh,Toan,Van,1","KT22","Toan,Ly,Hoa,1"
"KTA039298","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0"
"CON070684","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1"
"TLA009879","KT41","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"ABC047701","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"ABC090177","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0"
"TLA088646","KT14","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"KTA065415","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"BKT019421","KT41","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1"
"ABC070685","KT12","Toan,Ly,Anh,1","KQ1","Toan,Ly,Anh,0","CN2","Toan,Ly,Anh,1",NA,NA
"SPB061227","CN2","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"TLA076693","KT14","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"CON037920","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA
"TLA057274","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"CON031793","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"TLA079294","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"ABC000649","KT52","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"ABC014725","KT52","Toan,Ly,Hoa,0","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TLA017289","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA,NA,NA
"SPB008216","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1",NA,NA
"TLA053878","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"TMA017899","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1"
"CON027187","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1"
"KTA058672","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TMA071371","KQ3","Toan,Ly,Hoa,0","KT42","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"ABC030508","KT21","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0"
"CON006823","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0","KT13","Toan,Ly,Hoa,1"
"TLA085859","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"SPB056431","CN1","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"BKT021931","KT21","Toan,Ly,Anh,1","KT41","Toan,Ly,Hoa,0","KT31","Toan,Hoa,Sinh,1","KT22","Toan,Ly,Anh,1"
"ABC084115","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"TMA058222","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1"
"TLA068579","KT22","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"KTA031991","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1",NA,NA
"ABC063816","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"TMA024951","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Anh,1"
"BKT061417","CN2","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TMA011389","KT51","Toan,Hoa,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"BKT005136","KT21","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"BKT088847","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KQ1","Toan,Ly,Hoa,0","CN1","Toan,Ly,Hoa,1"
"KTA090297","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"TLA003691","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0","TA1","Anh,Toan,Van,1"
"KTA037799","KT51","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"SPB099384","KT31","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"KTA046959","QT11","Toan,Ly,Anh,0","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"TMA004105","QT13","Toan,Hoa,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"KTA053138","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","TA2","Anh,Toan,Van,1"
"BKT093528","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA
"BKT019652","CN1","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"SPB092668","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"BKT058679","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"BKT082559","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1",NA,NA,NA,NA
"ABC037331","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"SPB098075","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"TMA024942","CN1","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KQ2","Toan,Ly,Anh,0"
"ABC096863","KT12","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0"
"TMA021756","KT31","Toan,Hoa,Sinh,1","TA1","Anh,Toan,Van,1",NA,NA,NA,NA
"TMA096645","KT42","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"KTA044099","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1"
"KTA075243","CN2","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"BKT055659","KT51","Toan,Hoa,Anh,0","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA
"KTA037682","KQ1","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"TMA097402","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"TMA008227","CN3","Toan,Hoa,Anh,1","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"BKT074279","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"ABC009685","KT12","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Anh,1","KT13","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"BKT006293","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT42","Toan,Ly,Hoa,0","KT11","Toan,Ly,Hoa,1"
"TMA052300","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"ABC097455","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1",NA,NA
"BKT007697","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"SPB087912","CN1","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"CON044668","CN3","Toan,Hoa,Anh,1","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT41","Toan,Hoa,Anh,0"
"SPB002254","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"KTA047401","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"SPB036504","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"ABC097387","KT14","Toan,Ly,Hoa,1","KT33","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1"
"SPB018635","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1",NA,NA
"TLA094088","KQ1","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"BKT009761","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KQ1","Toan,Ly,Hoa,0","KT31","Toan,Ly,Hoa,1"
"KTA029484","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"TLA073498","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"SPB093803","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1",NA,NA,NA,NA
"TLA047288","KT42","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"CON013347","KT31","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1",NA,NA
"TMA007348","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"CON056757","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1"
"BKT006617","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"KTA093410","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KQ1","Toan,Van,Anh,0","KT11","Toan,Ly,Anh,1"
"TMA053685","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"SPB081010","KT22","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1",NA,NA,NA,NA
"KTA091618","KT31","Toan,Hoa,Anh,1","QT11","Toan,Hoa,Anh,0","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"ABC056598","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"KTA065105","KT41","Toan,Ly,Hoa,0","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"ABC016114","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT42","Toan,Ly,Hoa,0"
"ABC001394","KT32","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"BKT033801","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"BKT060622","KT23","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"BKT084160","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA,NA,NA
"BKT066743","KT11","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA,NA,NA
"ABC096366","TA1","Anh,Toan,Van,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TMA004936","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TLA040920","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0"
"CON004268","KT51","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"TMA045683","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1",NA,NA
"TMA026463","KT11","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA,NA,NA
"ABC071378","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"ABC096299","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TMA037852","KT33","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"TMA036480","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA,NA,NA
"CON047847","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA,NA,NA
"CON049666","KT31","Toan,Hoa,Anh,1","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA
"SPB056047","CN1","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"TLA079874","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"CON007367","KT31","Toan,Hoa,Anh,1","TA1","Anh,Toan,Van,1",NA,NA,NA,NA
"KTA017735","CN2","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"TLA010076","KT22","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KQ1","Toan,Ly,Anh,0"
"TMA033967","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"SPB006449","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1",NA,NA
"KTA087928","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT33","Toan,Ly,Hoa,1"
"SPB071278","KT22","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"SPB069890","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1",NA,NA
"TMA025796","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"KTA034800","KT11","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"KTA004093","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1",NA,NA
"ABC014815","CN1","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","QT11","Toan,Ly,Anh,0",NA,NA
"KTA083924","KT31","Toan,Hoa,Anh,1","KT21","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"SPB024079","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1"
"SPB014662","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"SPB093404","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"SPB072031","TA2","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"ABC093961","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"ABC022528","KT22","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"BKT074795","KT31","Toan,Hoa,Sinh,1","TA2","Anh,Toan,Van,1",NA,NA,NA,NA
"TLA019384","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"TLA063978","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"CON016209","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA018430","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"BKT041395","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA
"ABC042862","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"CON041524","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA,NA,NA
"BKT012264","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA,NA,NA
"TMA026621","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1"
"ABC081140","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TMA052799","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"TLA013229","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TMA049968","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"ABC092854","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0"
"TMA079658","KT31","Toan,Hoa,Sinh,1","CN3","Toan,Hoa,Sinh,1",NA,NA,NA,NA
"ABC073222","KQ1","Toan,Ly,Anh,0","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1",NA,NA
"ABC015074","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA,NA,NA
"KTA036000","KT21","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","QT11","Toan,Ly,Hoa,0","KT41","Toan,Ly,Hoa,0"
"ABC091923","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0"
"KTA020427","KT11","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TLA037671","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","QT11","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1"
"CON001127","KT22","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Sinh,1"
"SPB074380","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TMA051125","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"TMA019700","KT22","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"KTA061568","KT32","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"BKT052648","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"BKT060896","KT22","Toan,Ly,Hoa,1","TA1","Anh,Toan,Van,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TMA025423","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KQ1","Toan,Ly,Hoa,0"
"TLA024314","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"KTA034875","QT11","Toan,Hoa,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"ABC037860","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"TMA044213","QT11","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1",NA,NA
"ABC055867","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","QT11","Toan,Ly,Anh,0",NA,NA
"KTA044214","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"ABC090037","KT31","Toan,Hoa,Anh,1","TA1","Anh,Toan,Van,1",NA,NA,NA,NA
"ABC090577","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1"
"TLA019130","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA,NA,NA
"SPB063972","KQ1","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"ABC076039","KT21","Toan,Ly,Hoa,1","TA1","Anh,Toan,Van,1","KT31","Toan,Hoa,Anh,1","KT11","Toan,Ly,Hoa,1"
"KTA006435","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA,NA,NA
"BKT052617","CN1","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"KTA023434","KT23","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"SPB095140","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA011711","KT51","Toan,Hoa,Anh,0","KT42","Toan,Hoa,Anh,0","KQ1","Toan,Van,Anh,0",NA,NA
"TMA009206","CN1","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1",NA,NA
"CON029027","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"ABC031123","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1"
